content,labels,0,1
strange beautiful film,1.0,0.4541646,0.54583544
makes aborbing arguable case man greatness,1.0,0.45543465,0.5445654
though intrepid exploring attraction crosses sexual identity ozpetek falls short showing us antonia true emotions least secret life leave thinking,1.0,0.45552188,0.5444781
amazing film work convincing movies end swear wet places feel sand creeping others,1.0,0.4576456,0.54235435
great deal sizzle little steak spectacular sizzle incarnation fizz infectious,1.0,0.45268327,0.5473167
indispensable peek art agony making people laugh,1.0,0.45234782,0.54765224
evokes little fear parents possible futures children sometimes bad choices mothers fathers make interests good,1.0,0.44884968,0.5511503
stylistic romp always fun watch,1.0,0.45297307,0.54702693
different others genre rely dumb gags anatomical humor character cliches primarily relies character tell story,1.0,0.46030515,0.5396949
britney delivered big screen safe sound way like year old superstar girls travel fame freeway,1.0,0.45827624,0.5417238
culture clash comedy addition funny captures discomfort embarrassment bumbling american europe,1.0,0.45871896,0.541281
old fashioned drama substance teacher slide slippery slope dishonesty encounter rich powerful nothing disdain virtue,1.0,0.45284787,0.5471521
visually seductive unrepentantly trashy take rice second installment vampire chronicles,1.0,0.4544293,0.54557073
argento brings youthful change world aggressiveness project cut open vein bled raw film stock,1.0,0.4563624,0.54363763
graced kind social texture realism would foreign american teen comedies,1.0,0.45743418,0.5425658
makes esther kahn demanding progresses low key manner risks monotony worth concentration,1.0,0.4540645,0.54593545
anyone ever fantasized space travel afford million ticket ride russian rocket catch imax offering,1.0,0.45187405,0.5481259
thoroughly enjoyable,1.0,0.45562717,0.54437274
terrific b movie fact best recent memory,1.0,0.45574713,0.54425293
times funny times candidly revealing intriguing look two performers put love,1.0,0.45048216,0.5495178
film class spike lee masterful right thing,1.0,0.45518804,0.544812
building slowly subtly film sporting breezy spontaneity realistically drawn characterizations develops significant character study moving wise,1.0,0.4511698,0.54883015
watch sense openness little surprises,1.0,0.4522722,0.5477278
gulpilil commanding screen presence character abundant humanism makes film moral compass,1.0,0.45366472,0.54633534
enjoyable feel good family comedy regardless race,1.0,0.4572423,0.54275775
great monster movie paid matinee price bought big tub popcorn guilty fun chomp chomp,1.0,0.4506508,0.54934925
film advertised comedy sweet home alabama funny hoped film advertised comedy sweet home alabama funny hoped,1.0,0.45785937,0.5421406
heaven haunting dramatization couple moral ascension,1.0,0.4564889,0.5435111
object idea vietnam picture rah rah patriotic tone soldiers ultimately achieves main strategic objective dramatizing human cost conflict came define generation,1.0,0.45678368,0.5432163
looking intelligent movie release pent anger enough ticket need,1.0,0.45320642,0.5467935
wife actress utterly charming french comedy feels american sensibility style virtually hollywood remake,1.0,0.45960873,0.54039127
image,1.0,0.45408347,0.5459165
honestly address flaws inherent medical aid made available american workers balanced fair portrayal sides needed,1.0,0.45438582,0.5456142
ingenious often harrowing look damaged people families offer either despair consolation,1.0,0.4551117,0.54488826
best film year far benchmark best picture contenders measured,1.0,0.4517988,0.5482012
film rival live fine little amuse bouche keep appetite whetted,1.0,0.45317802,0.546822
diverting enough hour half family audience,1.0,0.45456594,0.5454341
big trouble could considered funny little film,1.0,0.4520149,0.54798514
reason miss interview assassin,1.0,0.45513657,0.5448634
surest bet around good time movies summer,1.0,0.452952,0.54704803
perhaps cliche call film refreshing drumline shows level young black manhood funny touching smart complicated,1.0,0.45309567,0.5469043
totally weirded notion cinema community therapy spectacle quitting hits home disorienting force,1.0,0.45969367,0.5403063
jeffrey tambor performance intelligent jazz playing exterminator oscar worthy,1.0,0.4534702,0.5465297
despite old hat set predictable plot empire still enough moments keep entertaining,1.0,0.4597083,0.5402917
anything else kissing jessica stein injects freshness spirit romantic comedy genre held hostage generic scripts seek remake sleepless seattle,1.0,0.45895258,0.54104745
pray film works well appeal even familiar turntablism,1.0,0.4516667,0.5483333
jones tackled meaty subject drawn engaging characters peppering pages memorable zingers,1.0,0.4562741,0.54372597
stirring road movie,1.0,0.4554056,0.54459435
suspend disbelief shaking head way credits,1.0,0.4549236,0.5450764
effective tepid biopic,1.0,0.45432982,0.54567015
works pretty contagious fun,1.0,0.45377862,0.5462214
want funk movie got,1.0,0.45639485,0.5436051
film darkly funny observation much grueling time consuming illusion work actual work,1.0,0.4536349,0.5463651
one funnier movies town,1.0,0.45523852,0.5447614
immediacy intimacy sucks dares believe true,1.0,0.45705685,0.5429431
fans modern day hong kong action film finally worthy successor better tomorrow killer patiently waiting,1.0,0.45308965,0.5469104
good film falls short aspiration true epic,1.0,0.45590505,0.5440949
rawness vitality give considerable punch,1.0,0.45360124,0.5463988
take year old boy see picture slave year,1.0,0.45214966,0.5478504
rather brilliant little cult item pastiche children entertainment superhero comics japanese animation,1.0,0.45069262,0.54930735
exuberantly romantic serenely melancholy time may prove tsai masterpiece,1.0,0.4565054,0.5434946
good piece work often,1.0,0.45595977,0.54404026
compelling story musical passion governmental odds,1.0,0.45627445,0.5437256
invigorating surreal resonant rainbow emotion,1.0,0.45426548,0.5457345
resonant tale racism revenge retribution,1.0,0.45488214,0.54511786
frei assembles fascinating profile deeply humanistic artist spite witnessed remains surprisingly idealistic retains extraordinary faith ability images communicate truth world around,1.0,0.45051262,0.5494874
mr polanski element alone abandoned still consoled art ever revealed source spiritual survival,1.0,0.45117733,0.5488227
nearly three hours whole safe conduct less sum parts,1.0,0.45318156,0.54681844
rare documentary incorporates much human experience drama conflict tears surprise transcends normal divisions fiction nonfiction film,1.0,0.4492053,0.5507947
haynes fanatically fetishized every bizarre old movie idiosyncrasy monastic devotion sure applaud look committed,1.0,0.45546952,0.5445305
film grows,1.0,0.45412737,0.5458726
makes movie work admittedly limited extent commitment two genuinely engaging performers weaver lapaglia excellent kind low key way allows us forget actually movie folk,1.0,0.45384392,0.54615605
goofy nutty consistently funny educational,1.0,0.45547688,0.5445231
subtle humorous illuminating study politics power social mobility,1.0,0.45388335,0.54611665
steers feature film debut created brilliant motion picture,1.0,0.4561551,0.54384494
wickedly funny visually engrossing never boring movie challenges us think ways consume pop culture,1.0,0.45899203,0.541008
plethora engaging diatribes meaning home delivered grand passion members various households,1.0,0.4564607,0.5435392
altogether successful film time touching reconsideration familiar masterpiece,1.0,0.45173723,0.5482627
impresses open endedness surprises,1.0,0.4552297,0.5447703
although occasionally static point resembling stage play film delivers solid mixture sweetness laughs,1.0,0.4515669,0.54843307
full bland hotels highways parking lots glimpses nature family warmth time discreet moan despair entrapment maze modern life,1.0,0.45121542,0.54878455
compelling mix trial movie escape movie unexpected fable ensures film never feels draggy,1.0,0.45434368,0.5456563
paradiso rusted ruin ultimate collapse film final restored third emotionally belittle cinema classic sometimes shorter better,1.0,0.4575893,0.5424107
captivating coming age story may also first narrative film truly informed wireless age,1.0,0.4576875,0.54231256
script snazzy dialogue establishes realistic atmosphere involves us unfolding crisis lazy plotting ensures little emotional investment pays,1.0,0.45158452,0.5484155
second chapter harry potter series even magical first simply best family film year,1.0,0.45106724,0.54893273
lohman film performance moves heartbreak rebellion continually tries accommodate fit gain unconditional love seeks,1.0,0.45110002,0.5489
anchored terrific performance abbass satin rouge shows idea women self actualization knows continental divides,1.0,0.45402208,0.5459779
scherfig made movie leave wondering characters lives clever credits roll,1.0,0.45215112,0.54784894
stylishly directed verve,1.0,0.4556317,0.5443683
great fun sports aficionados ordinary louts whose idea exercise climbing steps stadium seat megaplex,1.0,0.4545929,0.5454071
whole mildly pleasant outing r rating brief nudity grisly corpse remains aloft self referential hot air inspired performance tim allen,1.0,0.45465,0.5453499
crush clever captivating romantic comedy welcome pinch tartness,1.0,0.4558913,0.54410875
several degrees shy gross contests one expects current teen fare,1.0,0.45426226,0.5457378
know precisely make steven soderbergh full frontal though stop enjoying much,1.0,0.45245612,0.5475438
certainly performances worthwhile,1.0,0.45478055,0.5452194
disreputable air whole thing makes irresistible,1.0,0.45431605,0.5456839
wonder hope magic never escape heart boy right movie comes along especially begins name star wars,1.0,0.44810522,0.5518948
buy accomplished actress big juicy role,1.0,0.45265505,0.5473449
one strictly lightweight escapist film,1.0,0.45438564,0.54561436
something ultimate scorsese film stomach turning violence colorful new york gang lore hallmarks personal cinema painted largest ever historical canvas,1.0,0.45584646,0.5441535
movie trove delights,1.0,0.4553088,0.5446912
elegant exquisitely modulated psychological thriller,1.0,0.45526418,0.5447358
emerge clearer view gears justice grind death report comes share airtime alongside farm report,1.0,0.45139405,0.5486059
dark water complete wash pun intended watched side side ringu ultimately comes pale successor,1.0,0.4510132,0.5489868
intimate panoramic,1.0,0.45515946,0.5448406
exquisitely crafted acted tale,1.0,0.4532342,0.54676586
still pretentious filled subtext entertaining enough face value recommend anyone looking something different,1.0,0.45444104,0.545559
amusing breezily apolitical documentary life campaign trail,1.0,0.45369005,0.54630995
capable nailbiter,1.0,0.4548558,0.54514414
one war movies focuses human interaction rather battle action sequences stronger,1.0,0.45732507,0.5426749
stevens flair dialogue comedy film operates nicely element surprise large cast solid,1.0,0.4529116,0.5470884
maggie smith ya ya member tank absolutely crack crass gasp gas verbal deportment,1.0,0.45604113,0.54395884
entirely suspenseful extremely well paced ultimately dare say entertaining,1.0,0.45863304,0.541367
see wheels turning might resent sometimes still nice little picture made bright friendly souls lot good cheer,1.0,0.4505481,0.5494518
foster breathes life roll could otherwise bland run mill,1.0,0.45243314,0.54756683
serviceable euro trash action extravaganza decent sense humor plenty things go boom handguns bmws seaside chateaus,1.0,0.45709854,0.5429014
possession based book byatt demands labute deal subject love head trading cynicism reverence little wit,1.0,0.4516392,0.5483609
watching two actors play intensely restraint treat,1.0,0.45217553,0.54782444
accident accidental spy solid action pic returns martial arts master top form,1.0,0.45808914,0.5419109
masterpiece four years making,1.0,0.4533553,0.5466447
reno left liberal political spectrum tough funny rather chaotic show subversive much nit picky hypocrisies time,1.0,0.45246556,0.5475344
angel presents events partly perspective aurelie christelle infuses film sensibility particularly nightmarish fairytale,1.0,0.45363864,0.5463614
intelligent multi layered profoundly humanist mention gently political meditation values knowledge education affects cultural geographical displacement,1.0,0.4569954,0.5430046
slick skillful little horror film,1.0,0.45277485,0.5472251
plot follows predictable connect dots course director john schultz colors picture evocative shades,1.0,0.45779178,0.54220825
individual moments mood aimlessness actually sort amazing,1.0,0.45790347,0.5420965
witty whimsical feature debut,1.0,0.455064,0.544936
extraordinary swedish film soul adventure marriage kind intimate character driven film bille august best,1.0,0.45465407,0.5453459
word comes mind watching eric rohmer tribute courageous scottish lady painterly,1.0,0.45196015,0.54803985
stories potential touched angel simplicity sappiness thirteen conversations one thing generosity optimism never resorts easy feel good sentiments,1.0,0.4564656,0.54353446
fast frantic fun also soon forgotten,1.0,0.45550123,0.5444988
much movie picture book big screen favorite series still enjoyed enough recommend,1.0,0.45244163,0.54755837
audiences advised sit near back squint avoid noticing truly egregious lip non synching otherwise production suitably elegant,1.0,0.4569909,0.5430091
could first major studio production shot video tape instead film,1.0,0.45019296,0.5498071
distance picture provides satisfyingly unsettling ride dark places national psyche,1.0,0.4540826,0.5459174
bloody sunday grace call prevention rather place blame making one best war movies ever made movie accomplishes much one viewing possibly enough,1.0,0.45726684,0.54273313
lovely amazing holofcener deep uncompromising curtsy women knows likely said done loves pieces trust,1.0,0.45885605,0.54114395
though overall overwhelmingly positive portrayal film ignore problematic aspects brown life,1.0,0.45277825,0.5472217
watstein handily directs edits around screenplay sappier elements sustains hook buildup remarkable assuredness first timer,1.0,0.45564467,0.5443554
testament de niro director michael caton jones movie end accept characters film flaws,1.0,0.45712999,0.54287004
evokes th century subtlety object lesson period filmmaking,1.0,0.454026,0.545974
una pel cula oscura precisa por momentos grandiosa casi siempre conmovedora,1.0,0.45533264,0.54466736
great summer fun watch arnold buddy gerald bounce quirky cast characters,1.0,0.4512585,0.54874146
leigh one rare directors feels acting heart soul cinema allows cast members make creative contributions story dialogue method almost never fails works superbly,1.0,0.45294636,0.54705364
reminder beyond hype recent digital glitz spielberg knows tell us people,1.0,0.453498,0.546502
manages transcend sex drugs show tunes plot something far richer,1.0,0.4554265,0.54457355
principals cast fine bishop stevenson standouts,1.0,0.45384827,0.54615176
average coming age tale elevated wholesome twist pesky mother interfering son discovery homosexuality,1.0,0.45460638,0.5453936
scope ambition accomplishment children century takes kurys career whole new level,1.0,0.45097712,0.54902285
moments account life artist frida kahlo among cinema finest year unfortunately sandwiched impossibly dry account kahlo life imaginable,1.0,0.4526092,0.5473908
one smarter offerings horror genre produced recent memory even far tamer advertised,1.0,0.45388836,0.54611164
wife actress works well leads companionable couple,1.0,0.45445573,0.5455442
myers turned franchise movie version adolescent dirty joke book done post tarantino pop culture riffs,1.0,0.46043405,0.539566
way roundelay partners functions interplay within partnerships among partnerships general air gator bashing consistently delightful,1.0,0.4561924,0.5438076
walk good girl mixed emotions disapproval justine combined tinge understanding actions,1.0,0.4552446,0.5447554
lohman adapts changes required actress director peter kosminsky never get audience break wall character erects,1.0,0.45776528,0.5422347
delightful entree tradition food movies,1.0,0.45512584,0.54487413
turntable outselling electric guitar,1.0,0.45492896,0.54507107
skin man gets cheap shocks kids peril theatrics also taps primal fears young people trying cope mysterious brutal nature adults,1.0,0.45302552,0.5469745
good hard edged stuff violent bit exploitative also nicely done morally alert street smart,1.0,0.4557218,0.5442782
though particular interest students enthusiast international dance world music film designed make viewers ages cultural backgrounds rhythmic ability want get dance,1.0,0.45724675,0.5427533
danny huston gives astounding performance deftly gradually reveals real human soul buried beneath spellbinding serpent smirk,1.0,0.4521964,0.5478036
harsh effective documentary life israeli occupied palestinian territories,1.0,0.45303458,0.5469654
case convincing one give anyone conscience reason pause,1.0,0.45443103,0.54556894
extends writings jean genet john rechy films fassbinder perhaps even nocturnal works goya,1.0,0.45342442,0.5465756
dogtown z boys evokes blithe rebel fantasy kind insouciance embedded sexy demise james dean,1.0,0.454414,0.545586
drama cube personal revelations regarding shop means big picture iconic characters gambol fluidly story charming results,1.0,0.45118335,0.5488167
entire cast extraordinarily good,1.0,0.45336494,0.54663503
take grandkids grandparents never worry anyone bored audience sea constant smiles frequent laughter,1.0,0.4544259,0.5455741
impossible romance root patronized iranian lad,1.0,0.45703197,0.542968
sharp amusing study cult celebrity,1.0,0.4536466,0.5463534
surface silly comedy scotland pa would forgettable clever adaptation bard tragic play,1.0,0.45533746,0.54466254
film different apple striking encourage us see samira makhmalbaf distinctive sensibility working develop film language conspicuous success,1.0,0.4528222,0.54717785
journey spanning nearly three decades bittersweet camaraderie history feel truly know makes holly marina tick hearts go continue negotiate imperfect love hate relationship,1.0,0.454099,0.545901
shamelessly resorting pee related sight gags might even cause tom green grimace still myer energy silliness eventually prevail,1.0,0.45617688,0.5438231
movie refreshes mind spirit along body original content look style,1.0,0.4554693,0.5445307
go see enjoy,1.0,0.4542997,0.5457003
director david jacobson gives dahmer consideration murderer never game victims,1.0,0.45501757,0.5449825
inspires continuing deeply satisfying awareness best movies monumental picture shows,1.0,0.45157814,0.5484218
wwii drama well plotted visually striking filled enjoyably complex characters never first appear,1.0,0.45322385,0.5467762
stripped dramatic constructs austere imagery abstract characters equal parts poetry politics obvious times evocative heartfelt,1.0,0.45944595,0.5405541
draw big bad love solid performance arliss howard,1.0,0.4507622,0.5492378
pianist polanski best film,1.0,0.45422643,0.5457735
stoically delivered hokum hart war never fun still worthy addition growing canon post saving private ryan tributes greatest generation,1.0,0.45485476,0.5451453
strikes hardest reminds pertinent dynamics remain fifty years fact world political situation seems little different director phillip noyce brings allegory remarkable skill,1.0,0.4515262,0.5484738
funny romantic comedy two skittish new york middle agers stumble relationship struggle furiously fears foibles,1.0,0.4581575,0.54184246
lesson prehistoric hilarity,1.0,0.45436683,0.5456331
broomfield turns distinctive blundering style something could really help clear case,1.0,0.45556924,0.5444308
passionate irrational long suffering cruel tarantula helga figures prominently movie helps keep proceedings funny grown ups rugrats,1.0,0.45658684,0.54341316
mel gibson fights good fight vietnam director randall wallace flag waving war flick core decency,1.0,0.45984027,0.5401597
tremendous piece work,1.0,0.4552909,0.544709
overall wacky inspired little film works effortlessly delivering genuine acerbic laughs,1.0,0.4513023,0.5486977
call wimp cried three times animated sweet film,1.0,0.4546622,0.5453378
slow ponderous rohmer drama builds intense indoor drama compassion sacrifice christian love face political corruption,1.0,0.45067534,0.54932463
straightforward old fashioned best possible senses words possession movie puts squarely service lovers inhabit,1.0,0.4531575,0.54684246
things made original men black pleasure still,1.0,0.45402026,0.54597974
intimate spectacular e carried less wow factors funny moving yarn holds well two decades,1.0,0.4538456,0.54615444
singular character study perfect also year sweetest movie,1.0,0.4531421,0.5468579
martin barbara complex characters sometimes tender sometimes angry delicate performances sven wollter viveka seldahl make hopes frustrations vivid,1.0,0.4521074,0.5478926
leave rohmer find way bend current technique service vision past faithful architectural glories commanding open spaces city two centuries ago,1.0,0.45644388,0.5435561
sensitive cultivated treatment greene work well remarkably faithful one,1.0,0.45377037,0.54622954
charles entertaining film chronicles seinfeld return stand comedy wrap legendary sitcom alongside wannabe comic adams attempts get shot big time,1.0,0.45638862,0.54361135
disarmingly straightforward strikingly devious,1.0,0.45497072,0.54502934
woody allen latest ambling broad comedy love hate movie biz,1.0,0.45609498,0.5439051
senses dulled slasher films gorefests connoisseur psychological horror ticket,1.0,0.45248798,0.547512
buy popcorn take nothing seriously enjoy ride,1.0,0.45112127,0.54887867
smart witty follow,1.0,0.4538913,0.54610866
prove female director make movie soft edges kathryn bigelow offers sugar coating interludes lightness film unrelentingly claustrophobic unpleasant,1.0,0.45805165,0.5419483
film minute running time stops shy overkill though viewers may exhausted athletes onscreen,1.0,0.4556151,0.54438484
combine paranoid claustrophobia submarine movie unsettling spookiness supernatural hollywood think sooner,1.0,0.456636,0.54336405
family fare,1.0,0.4542106,0.5457894
adaptation simply brilliant,1.0,0.45291027,0.5470897
film quite maintain initial momentum remains sporadically funny throughout,1.0,0.45598647,0.5440136
boy vividly recalls cary grant room one houseboat father goose affectionate depiction gentle war reluctant irresponsible man kid latches onto,1.0,0.45764416,0.5423559
assayas ambitious sometimes beautiful adaptation jacques chardonne novel,1.0,0.4544927,0.5455074
story inspiring ironic revelatory ridiculous money oriented record industry really also testament integrity vision band,1.0,0.45429668,0.54570335
neither funniest film eddie murphy robert de niro ever made showtime nevertheless efficiently amusing good collapses exactly kind buddy cop comedy set lampoon anyway,1.0,0.45622012,0.5437799
pay nine bucks hear suffering afghan refugees news still unaffected dramas like make human,1.0,0.45107403,0.54892594
never know changing lanes going take heck ride samuel l jackson one best actors,1.0,0.4527502,0.5472498
good car chases great fight scenes distinctive blend european american asian influences,1.0,0.4575804,0.5424196
inhospitability land emphasizes spare precision narratives helps give atavistic power tales handed since beginning time,1.0,0.45094135,0.5490587
quite shrek monsters inc bad worth taking kids,1.0,0.4531552,0.5468447
shanghai ghetto much stranger fiction brings unknown slice history affectingly life,1.0,0.45265034,0.5473497
may particularly innovative film crisp unaffected style air gentle longing make unexpectedly rewarding,1.0,0.45620987,0.54379016
kinnear performance career defining revelation,1.0,0.45336723,0.54663277
despite flaws secretary stays head makes question firmly held positions,1.0,0.45541865,0.54458135
get root psychology film would require many sessions couch dr freud,1.0,0.45628923,0.5437107
jose campanella delivers loosely autobiographical story brushed sentimentality brimming gentle humor bittersweet pathos lyric moments linger like snapshots memory,1.0,0.4585004,0.5414996
creaky staircase gothic,1.0,0.45485502,0.54514503
though story surface deep visuals enveloping sounds blue crush make surprisingly decent flick worth summertime look see,1.0,0.4565582,0.54344183
like rocky bullwinkle speed neither completely enlightening catch intensity movie strangeness,1.0,0.453773,0.54622704
maybe formula filmmaking nothing wrong film well crafted one,1.0,0.45176366,0.5482363
broomfield energized volletta wallace maternal fury fearlessness film crackles,1.0,0.45498922,0.54501075
film determined treat characters weak strong fallible human beings caricatures carefully delineate cost inevitable conflicts human urges institution concerned self preservation,1.0,0.45361283,0.5463872
reno delivers monologue manages incorporate horror absurdity situation well balanced fashion,1.0,0.45257893,0.5474211
refreshing see girl power movie feel prove anything,1.0,0.45664507,0.543355
splendid entertainment young spirit accomplished aspects fullness spirit sense ease comes experience,1.0,0.45274785,0.5472521
addition hoffman powerful acting clinic rare drama offers thoughtful rewarding glimpse sort heartache everyone felt feel someday,1.0,0.45449856,0.5455015
even pushes agenda forcefully remains film something one attempts often achieves level connection concern,1.0,0.45718145,0.54281855
fresnadillo something serious say ways extravagant chance distort perspective throw us path good sense,1.0,0.4566777,0.54332227
one finest humane important holocaust movies ever made,1.0,0.4528997,0.54710037
distinguished thoughtful film marked acute writing host splendid performances,1.0,0.4534585,0.54654145
godard never made sheerly beautiful film unexpectedly moving meditation love history memory resistance artistic transcendence,1.0,0.4518021,0.54819787
splendidly illustrates ability human spirit overcome adversity,1.0,0.45465183,0.5453481
hypnotic imagery fragmentary tale explore connections place personal identity,1.0,0.45527086,0.5447291
like kissing jessica stein amy orgasm key strength willingness explore principal characters honesty insight humor,1.0,0.45547187,0.5445282
cheery earth film warm cozy feeling relaxing around old friends,1.0,0.45637363,0.5436264
one best movies ever made life moviemaking,1.0,0.4529624,0.54703766
normal screen process bromides would barely enough sustain interstitial program discovery channel imax clich disappear vertiginous perspectives opened photography,1.0,0.45630056,0.54369944
fleet footed pleasingly upbeat family diversion,1.0,0.45485386,0.5451461
irwin earnest hard resist pleas spare wildlife respect environs far worse messages teach young audience probably perfectly happy sloppy slapstick comedy,1.0,0.45325473,0.54674524
mostly well constructed fluff seems intended,1.0,0.4536096,0.5463904
gentle affecting melodrama luvvies raptures far slight introspective appeal anything wider niche audience,1.0,0.4574847,0.54251534
